Zaman damgası,  Yaşınız   ,  Cinsiyetiniz ,  En çok dinlediğiniz müzik türü  ,Müzikte cinsiyetçi söylemlerin toplum üzerinde etkili olduğunu düşünüyorum.  ,Şarkılarda kadınların aşağılanmasını rahatsız edici buluyorum.  ,Şarkı sözleri insanların kadınlara bakışını etkileyebilir.  ,Ünlülerin söylemleri/davranışları hayranları etkileyebilir.  ,Müziğin kadın düşmanlığını normalleştirdiğini düşünüyorum.  ,"Söz 1:  ""Manita baya kasvetli
O vücuduyla beni hapsetti
""Tek gecelik, bi' daha olmaz"" diyince
Ben de dayanamadım, gasp ettim"" - B4TU INC
Sizce bu ifade tacizi normalleştiriyor mu?  ","Söz 2: ""Taktım beşe, çıktım E5'e (E5)
E5'te bi' bayan dedi ""Bana dayan"" (Oo)
Dayandım, dayandım, davada uyandım
Hâkim dedi ""Ne iş?"", ben dedim ""S*k*ş"" -Ravend
Sizce bu ifade tacizi normalleştiriyor mu?  ","Söz 3: ""Elon Musk değilim ama 
k*ltağı sürüyo'm sanki bi' Tesla""
""Sanırım bastım karına
Pasladım onu agalarıma"" -DEHA INC
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 4: ""S*rtüğe bak (bak, bak)
S*rtüğe bak (bak, bak)
İstiyo beni (istiyo o)
O s*rtüğe bak (s*rtüğe bak)"" -Khontkar
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 5: ""S*rtük göz kamaştırır
Arkadaşıyla tanıştırır
Beni iyi araştırır
Yanına beni yaraştırır"" -Reckol
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 6: ""Ketojenik or*spular, s*kim bi' kahvaltı""
""Spiritüel or*spular revaçta ve erimiyo
Adamımın k*ltağıyım, inemiyo'm"" -EGE! & Lil Zey
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 7: "" Rüyalarımdasın sen yatağında uyurken (Slatt)
S*ktim seni, attım otoban kenarına
Yaptım hatunun saçından Voodoo oyuncağı"" -13Killoki & Qimp
Sizce bu ifade tacizi normalleştiriyor mu?  ","Söz 8: ""S*rtük taş gibi
Osman dedi bildiğim şeyleri
Yalamaya başla, en sevdiğim laflar
Yeni drip, bunları sevdin mi abla?  "" -SWIRF & yungcihad
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 9: ""Görüyorsun yanımda motor gibi manitayı (manitayı)"" -Keişan & Anıl Piyancı
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 10: ""Adı Katarina, verdim tam arasına
Dedi, ""Lütfen tekrar gel ara sıra""
""Tanıştım Bebek'te, adı Natasha
Dedim, ""Uzatma bebek, yat aşa'"" -Era7capone & Batuflex & Narco
Sizce bu ifade kadını nesneleştiriyor mu?  ",Günlük hayatta kadın düşmanlığına sık rastladığımı düşünüyorum.,Cinsiyetçi müzik dinleyen kişilerin bu söylemleri ilişkilerine yansıttığını gözlemledim.  ,"Sizce müzik platformları (Spotify, YouTube vb.) bu tarz içerikleri filtrelemeli midir?  ", Bugüne kadar dinlediğiniz şarkılarda kadın düşmanlığı fark ettiniz mi?  ,Şarkılardaki cinsiyetçi söylemlere karşı daha fazla farkındalık oluşturulması gerektiğini düşünüyorum.  ,  Bu konuda bir proje/çalışma yapılmasının önemli olduğunu düşünüyorum.  ,Cinsiyetçi sözler içeren şarkıları dinlemeyi bırakırım.,Şiddet içerikli sözler normalleştirici etki yaratıyor.  
30.11.2025 23:30:13,19-24,Kadın,Çoğu türü dinliyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Evet.,Dikkat etmedim.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.
30.11.2025 23:30:46,19-24,Kadın,Pop,Kesinlikle katılmıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Hayır.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.
30.11.2025 23:33:00,15-18,Kadın,Çoğu türü dinliyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.
30.11.2025 23:37:41,15-18,Erkek,Çoğu türü dinliyorum.,Katılmıyorum.,Katılıyorum.,Katılmıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Hayır.,Emin değilim.,Evet.,Hayır.,Kararsızım.,Kararsızım.,Kesinlikle katılıyorum.,Katılmıyorum.
30.11.2025 23:42:47,19-24,Erkek,Rock/Metal,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Hayır.,Evet.,Dikkat etmedim.,Kesinlikle katılmıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılmıyorum.,Katılıyorum.
30.11.2025 23:47:11,19-24,Kadın,Rock/Metal,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 23:50:00,15-18,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Hayır.,Evet.,Dikkat etmedim.,Katılıyorum.,Katılıyorum.,Kararsızım.,Katılıyorum.
30.11.2025 23:50:01,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 23:51:28,15-18,Kadın,Arabesk,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 23:51:41,15-18,Kadın,Pop,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Evet.,Hayır.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 23:58:52,15-18,Erkek,Rock/Metal,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılmıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 00:04:21,19-24,Kadın,İndie/Alternatif,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Hayır.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 00:14:10,15-18,Erkek,Çoğu türü dinliyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Evet.,Evet.,Katılıyorum.,Katılıyorum.,Kararsızım.,Katılıyorum.
01.12.2025 00:29:20,25-34,Kadın,Çoğu türü dinliyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kararsızım.,Emin değilim.,Emin değilim.,Evet.,Evet.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.
01.12.2025 00:33:12,19-24,Erkek,Türk Halk Müziği,Katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Emin değilim.,Evet.,Evet.,Evet.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.
01.12.2025 00:41:10,19-24,Kadın,Pop,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 00:41:38,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kararsızım.,Katılıyorum.,Katılmıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Kararsızım.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Hayır.,Evet.,Kararsızım.,Katılıyorum.,Kararsızım.,Katılıyorum.
01.12.2025 00:42:25,15-18,Erkek,Rap/Hip-hop,Katılıyorum.,Katılıyorum.,Katılmıyorum.,Katılıyorum.,Katılmıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Hayır.,Evet.,Katılıyorum.,Katılıyorum.,Katılmıyorum.,Katılıyorum.
01.12.2025 00:56:00,19-24,Kadın,Rock/Metal,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Hayır.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 01:08:40,19-24,Kadın,Diğer,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kararsızım.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.
01.12.2025 01:27:19,25-34,Kadın,Çoğu türü dinliyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 02:11:55,19-24,Kadın,Rock/Metal,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 02:30:12,19-24,Erkek,Rap/Hip-hop,Katılmıyorum.,Katılmıyorum.,Katılmıyorum.,Katılıyorum.,Katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kararsızım.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Emin değilim.,Hayır.,Hayır.,Hayır.,Katılmıyorum.,Katılmıyorum.,Kesinlikle katılmıyorum.,Kararsızım.
01.12.2025 07:51:27,19-24,Kadın,Pop,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 09:23:03,15-18,Kadın,Pop,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Hayır.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 09:29:25,19-24,Kadın,İndie/Alternatif,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 09:39:35,19-24,Kadın,Çoğu türü dinliyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Evet.,Hayır.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.
01.12.2025 09:46:20,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Emin değilim.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.
01.12.2025 10:07:34,15-18,Kadın,Pop,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.
01.12.2025 10:19:19,15-18,Kadın,Çoğu türü dinliyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Hayır.,Hayır.,Evet.,Katılıyorum.,Kararsızım.,Kararsızım.,Katılıyorum.
01.12.2025 10:31:46,15-18,Kadın,Pop,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 10:48:05,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Emin değilim.,Evet.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.
01.12.2025 11:49:27,19-24,Kadın,İndie/Alternatif,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 12:29:54,19-24,Kadın,Rock/Metal,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 12:33:26,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kararsızım.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.
01.12.2025 12:48:49,15-18,Kadın,Çoğu türü dinliyorum.,Katılmıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Hayır.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.
01.12.2025 13:37:27,25-34,Kadın,Çoğu türü dinliyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 13:37:33,19-24,Erkek,Rock/Metal,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Hayır.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
01.12.2025 13:51:07,19-24,Erkek,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Evet.,Hayır.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
